id_coleta,posto,bairro,endereco,bandeira,combustivel,data_coleta,preco
208,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-01-12,6.090
209,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-01-27,6.290
210,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-02-02,6.290
211,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-02-10,6.290
212,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-02-16,6.290
213,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-03-17,6.990
214,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-05-04,6.990
215,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-05-19,6.990
216,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-06-02,6.990
217,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-06-10,6.990
218,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-06-16,6.990
219,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-06-23,6.990
220,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-06-30,6.990
221,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-07-07,6.990
222,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-07-15,6.990
223,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-07-20,6.990
224,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-07-29,6.990
225,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-08-03,6.990
226,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-08-12,6.990
227,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-08-18,6.990
228,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Diesel S10,2026-08-26,6.990
229,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-01-07,4.590
230,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-01-12,4.590
231,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-01-27,4.790
232,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-02-02,4.790
233,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-02-10,4.790
234,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-02-16,4.890
235,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-03-17,4.990
236,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-05-04,4.990
237,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-05-19,4.990
238,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-06-02,4.990
239,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-06-10,4.990
240,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-06-16,4.990
241,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-06-23,4.990
242,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-06-30,4.990
243,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-07-07,4.990
244,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-07-15,4.990
245,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-07-20,4.990
246,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-07-29,4.990
247,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-08-03,4.990
248,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-08-12,4.990
249,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-08-18,4.990
250,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Etanol,2026-08-26,4.990
251,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-01-07,6.690
252,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-01-12,6.690
253,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-01-27,6.690
254,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-02-02,6.690
255,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-02-10,6.690
256,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-02-16,6.590
257,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-03-17,6.790
258,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-05-04,6.790
259,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-05-19,6.790
260,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-06-02,6.790
261,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-06-10,6.790
262,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-06-16,6.890
263,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-06-23,6.890
264,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-06-30,6.890
265,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-07-07,6.890
266,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-07-15,6.890
267,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-07-20,6.890
268,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-07-29,6.890
269,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-08-03,6.890
270,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-08-12,6.890
271,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-08-18,6.890
272,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina aditivada,2026-08-26,6.890
273,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-01-07,6.390
274,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-01-12,6.390
275,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-01-27,6.290
276,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-02-02,6.290
277,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-02-10,6.290
278,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-02-16,6.280
279,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-03-17,6.590
280,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-05-04,6.590
281,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-05-19,6.490
282,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-06-02,6.490
283,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-06-10,6.490
284,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-06-16,6.690
285,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-06-23,6.690
286,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-06-30,6.690
287,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-07-07,6.690
288,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-07-15,6.690
289,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-07-20,6.690
290,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-07-29,6.490
291,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-08-03,6.490
292,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-08-12,6.490
293,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-08-18,6.490
294,Posto Champagnat Ltda,Praia da Costa,"Rua Hugo Musso, 550",Ipiranga,Gasolina comum,2026-08-26,6.390
295,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-01-06,5.990
296,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-01-14,5.990
297,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-01-28,5.990
298,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-02-24,5.990
299,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-03-03,5.990
300,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-03-24,6.790
301,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-03-31,6.790
302,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-05-05,6.780
303,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-05-11,6.780
304,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-05-19,6.780
305,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-05-26,6.780
306,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-06-01,6.780
307,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-06-08,6.780
308,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-06-16,6.780
309,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-06-22,6.780
310,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-07-07,6.780
311,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-07-15,6.780
312,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-07-20,6.780
313,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-08-03,6.730
314,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-08-12,6.730
315,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Diesel S10,2026-08-26,6.690
316,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-01-06,4.680
317,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-01-14,4.680
318,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-01-28,4.780
319,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-02-24,4.780
320,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-03-03,4.780
321,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-03-24,4.990
322,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-03-31,4.990
323,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-05-05,4.870
324,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-05-11,4.870
325,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-05-19,4.770
326,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-05-26,4.670
327,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-06-01,4.590
328,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-06-08,4.590
329,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-06-16,4.550
330,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-06-22,4.550
331,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-07-07,4.550
332,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-07-15,4.550
333,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-07-20,4.550
334,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-08-03,4.450
335,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-08-12,4.450
336,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Etanol,2026-08-26,4.390
337,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-01-06,6.590
338,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-01-14,6.590
339,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-01-28,6.590
340,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-02-24,6.490
341,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-03-03,6.390
342,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-03-24,6.790
343,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-03-31,6.590
344,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-05-05,6.660
345,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-05-11,6.660
346,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-05-19,6.590
347,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-05-26,6.590
348,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-06-01,6.550
349,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-06-08,6.550
350,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-06-16,6.550
351,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-06-22,6.870
352,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-07-07,6.760
353,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-07-15,6.690
354,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-07-20,6.690
355,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-08-03,6.680
356,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-08-12,6.680
357,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina aditivada,2026-08-26,6.580
358,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-01-06,6.290
359,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-01-14,6.290
360,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-01-28,6.290
361,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-02-24,6.190
362,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-03-03,6.090
363,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-03-24,6.590
364,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-03-31,6.590
365,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-05-05,6.460
366,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-05-11,6.460
367,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-05-19,6.390
368,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-05-26,6.390
369,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-06-01,6.350
370,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-06-08,6.350
371,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-06-16,6.350
372,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-06-22,6.670
373,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-07-07,6.560
374,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-07-15,6.490
375,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-07-20,6.490
376,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-08-03,6.380
377,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-08-12,6.380
378,Posto Itapoa Ltda,Itapoan,"Avenida Francelina Setubal, 333",Ipiranga,Gasolina comum,2026-08-26,6.280
379,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-01-07,6.190
380,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-01-14,6.190
381,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-01-22,6.190
382,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-01-26,6.190
383,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-02-03,6.190
384,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-02-10,6.190
385,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-02-17,6.190
386,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-03-09,6.190
387,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-03-16,6.390
388,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-05-05,6.990
389,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-05-11,6.990
390,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-05-18,6.990
391,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-05-25,6.990
392,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-06-01,6.990
393,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-06-15,6.990
394,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-06-22,6.990
395,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-06-29,6.990
396,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-07-07,6.990
397,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-07-13,6.990
398,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-07-21,6.990
399,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-07-27,6.990
400,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-08-10,6.990
401,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-08-19,6.990
402,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Diesel S10,2026-08-24,6.990
403,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-01-07,4.890
404,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-01-14,4.890
405,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-01-22,4.890
406,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-01-26,4.890
407,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-02-03,4.890
408,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-02-10,4.890
409,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-02-17,4.890
410,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-03-09,4.890
411,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-03-16,4.990
412,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-05-05,5.190
413,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-05-11,5.190
414,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-05-18,5.190
415,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-05-25,5.190
416,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-06-01,5.190
417,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-06-15,4.890
418,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-06-22,4.890
419,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-06-29,4.890
420,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-07-07,4.890
421,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-07-13,4.890
422,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-07-21,4.890
423,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-07-27,4.890
424,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-08-10,4.890
425,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-08-19,4.890
426,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Etanol,2026-08-24,4.890
427,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-01-07,6.490
428,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-01-14,6.490
429,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-01-22,6.490
430,Posto Perim Ltda,Itaparica,"Rua Santa Leopoldina, 1650",Vibra,Gasolina aditivada,2026-01-26,6.490
